"Family","Subfamily","Genus","Species","Sex","Anterior.process","Anterior.process","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Chelicerae","Chelicerae","Chelicerae","Opisthosoma","Opisthosoma","Opisthosoma","Opisthosoma","Spermathecae.(female)","Spermathecae.(female)","Flagellum","Flagellum","Size","Size","Legs","Legs","Legs","Legs","Legs","Ecology","Distribution","Distribution","Distribution","References"
"Family","Subfamily","Genus","Species","Sex","Setation","Setation (base)","Dorsal setation","State of vision","State of metapeltidium","Dimorphism","Mesal spur (trochanter)","Apical process (trochanter)","Claw/tarsus ratio (min)","Claw/tarsus ratio (max)","Guard tooth (movable finger)","Accessory tooth (movable finger)","Small teeth (fixed finger)","Setation (tergite II)","Elongation","Tergite XII: posterodorsal process","Tergite XII: posterodorsal process (shape)","Number of lobes","State of gonopod","Number of flagellomeres (female)","Dorsal shape (male)","Total body length (min)","Total body length (max)","Leg I/total body length ratio (min)","Leg I/total body length ratio (max)","Anterodorsal margin (leg IV)","Leg IV, femur: length/width ratio (min)","Leg IV, femur: length/width ratio (max)","Habitat","Type locality (country)","Region","Unit","References"
"Hubbardiidae","Hubbardiinae","†Muellerizomus","†Muellerizomus palicaudatus","male","No data","Single","3 pairs","Eyespots","Entire","No data","Present","Strongly","0.66","0.66","No data","No data","No data","2 setae","Absent","Well-developed","Rounded",NA,NA,NA,"Rhomboidal","2.15","2.15","No data","No data","~ 90°","3.12","3.12","No data","Myanmar ","Southeast Asia","Cretaceous","De Francesco Magnussen et al. 2022"
"Hubbardiidae","Hubbardiinae","Adisomus","Adisomus duckei","male","1+1","Absent","3 pairs","Absent","Entire","Absent","Present","Strongly","No data","No data","Present","5 accessory teeth","6 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal - triangular","2.62","2.62","1.1599999999999999","1.1599999999999999","~ 90°","2","2","Epigean","Brazil","South America","New World","Cokendolpher & Reddell 2000a"
"Hubbardiidae","Hubbardiinae","Adisomus","Adisomus duckei","female","1+1","Absent","3 pairs","Absent","Entire","Absent","Present","No data","No data","No data","Present","3 accessory teeth","6 small teeth","2 setae","Absent","Absent","Absent","1 pair","Present","4 flagellomeres",NA,"2.92","2.92","0.99","0.99","~ 90°","2.5","2.5","Epigean","Brazil","South America","New World","Cokendolpher & Reddell 2000a"
"Hubbardiidae","Hubbardiinae","Afrozomus","Afrozomus machadoi","female","1+1","Absent","3 pairs","Absent","Entire","No data","Present","Absent","0.5","0.5","Present","1 accessory tooth","4 or 5 small teeth","2 setae","Absent","Absent","Absent","1 pair","Present","4 flagellomeres",NA,"4.7","4.7","0.81","0.89","~ 90°","2","2.25","Troglophile","Angola","Western Africa","Old World","Lawrence 1958; Reddell & Cokendolpher 1995"
"Hubbardiidae","Hubbardiinae","Ambulantactus","Ambulantactus aquismon","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Absent","No data","No data","Present","No data","3 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","3.6","3.6","1.5","1.5","~ 90°","No data","No data","Epigean","Mexico","Mexico","New World","Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Ambulantactus","Ambulantactus davisi","male","1+1","Absent","2 pairs","Eyespots","Entire","No data","No data","Strongly","0.5","0.5","No data","No data","No data","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal - triangular","3.8","4.5","0.95","1.1299999999999999","No data","2.3199999999999998","2.3199999999999998","No data","Mexico","Mexico","New World","Gertsch 1940; Rowland 1975, Rowland & Reddell 1980"
"Hubbardiidae","Hubbardiinae","Ambulantactus","Ambulantactus montielae","female","1+1","Absent","3 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","No data","3 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4.9000000000000004","4.9000000000000004","1","1.87","~ 90°","4.4000000000000004","4.4000000000000004","Epigean","Mexico","Mexico","New World","Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Ambulantactus","Ambulantactus montielae","male","1+1","Absent","3 pairs","Eyespots","Entire","Absent","Present","Weakly","No data","No data","Present","No data","4 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","4.4000000000000004","4.7","1.45","1.45","~ 90°","4.4000000000000004","4.4000000000000004","Epigean","Mexico","Mexico","New World","Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Anepsiozomus","Anepsiozomus harteni","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Absent","0.46","0.46","Present","Absent","3 small teeth","2 setae","Tergite V/VI-XII elongated","Absent","Absent",NA,NA,NA,"Lanceolate","5.5","5.5","1.27","1.27","~ 90°","2.4500000000000002","2.4500000000000002","Epigean","Yemen","Western Asia","Old World","Harvey 2006"
"Hubbardiidae","Hubbardiinae","Anepsiozomus","Anepsiozomus sobrinus","female","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Absent","No data","No data","Present","1 accessory tooth","4 small teeth","4 setae","No data","Absent","Absent","3 to 5 pairs","Absent","3 flagellomeres",NA,"3.45","3.45","1.45","1.45","~ 90°","2.38","2.38","Epigean","Seychelle Islands","Eastern Africa","Old World","Harvey 2001a"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","†Antillostenochrus pseudoannulatus","female","No data","Absent","No data","No data","Entire","No data","No data","Weakly","No data","No data","No data","No data","No data","4 setae","No data","No data","No data","No data","No data","3 flagellomeres",NA,"5","5","No data","No data","No data","No data","No data","No data","Cuba","Caribbean","Miocene","Krüger & Dunlop;  Armas & Teruel 2011"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus alejandroi","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data","No data","No data","No data","No data","No data","4 setae","Absent","No data","No data","2 pairs","Present","3 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Armas 1989 [in spanish]; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus alejandroi","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","Weakly; weakly","No data","No data","No data","No data","No data","4 setae","Absent","No data","No data",NA,NA,NA,"Rhomboidal - triangular","3.9","4.4000000000000004","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Armas 1989 [in spanish]; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus alticola","female","1+1","Absent","2 pairs","Absent","Entire","No data","Present","No data","No data","No data","No data","No data","No data","5 or more setae","No data","No data","No data","No data","No data","3 flagellomeres",NA,"4.5","5.65","No data","No data","No data","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2003 [in spanish]; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus anseli","male","1+1","Absent","2 pairs","Eyespots","Entire","No data","Present","No data; weakly","No data","No data","No data","No data","No data","4 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","4.1399999999999997","4.16","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2015 [in spanish]; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus brevipatellatus","male","1+1","Absent","2 pairs","Absent or eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data; weakly","0.2","0.2","No data","No data","No data","4 setae","Absent","Small","No data",NA,NA,NA,"Lanceolate","No data","No data","No data","No data","~ 90°","No data","No data","No data","Haiti","Caribbean","New World","Armas & Teruel 2002; Rowland & Reddell 1979a"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus cerdoso","female","1+1","Absent","3 pairs","Absent","Entire","No data","Present","Absent","0.5","0.5","Present","No data","6 small teeth","5 or more setae","Absent","Absent","Absent","2 pairs","Present","No data",NA,"7.6","7.6","0.76","0.76","No data","2.5","2.5","Epigean","Puerto Rico","Caribbean","New World","Camilo & Cokendolpher 1988 [in spanish] "
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus cokendolpheri","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","No data","No data","No data","No data","No data","No data","5 or more setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"6.1","6.1","1.05","1.05","~ 90°","2.5","2.64","Epigean","Cuba","Caribbean","New World","Armas & Teruel 2002; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus cokendolpheri","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","No data; absent","No data","No data","No data","No data","No data","4 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","5.05","5.0999999999999996","1.25","1.3","~ 90°","2.5","2.5","Epigean","Cuba","Caribbean","New World","Armas & Teruel 2002; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus eremita","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","Weakly","No data","No data","No data","No data","No data","4 setae","Absent","Absent","Absent","No data","No data","3 flagellomeres",NA,"4.58","4.58","No data","No data","< 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus eremita","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","No data; weakly","No data","No data","No data","No data","No data","4 setae","Tergite (I)X-XI(I) elongated","Absent","Absent",NA,NA,NA,"Oblong","5.16","5.16","No data","No data","< 90°","2.54","2.54","Epigean","Cuba","Caribbean","New World","Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus gibarensis","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","No data","No data","No data","No data","No data","No data","4 setae","Absent","Absent","Absent","2 pairs","No data","3 flagellomeres",NA,"4","4","1.26","1.26","~ 90°","2.2999999999999998","2.5","Epigean","Cuba","Caribbean","New World","Armas & Teruel 2002; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus gibarensis","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","No data; absent","No data","No data","No data","No data","No data","4 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal - triangular","3.5","3.9","1.24","1.44","~ 90°","2.4","2.4","Epigean","Cuba","Caribbean","New World","Armas & Teruel 2002; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus holguin","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data","No data","No data","No data","No data","No data","5 or more setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4.3499999999999996","4.3499999999999996","1.2","1.2","~ 90°","2.5","2.6","Epigean","Cuba","Caribbean","New World","Armas & Teruel 2002; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus holguin","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data; absent","No data","No data","No data","No data","No data","4 setae","Absent","Absent","Absent",NA,NA,NA,"Oblong","4.2","4.25","1.32","1.45","~ 90°","2.4","2.4","Epigean","Cuba","Caribbean","New World","Armas & Teruel 2002; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus longior","female","1+1","Absent","2 or 3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly","No data","No data","No data","No data","No data","5 or more setae","Absent","Absent","Absent","No data","No data","3 flagellomeres",NA,"4.29","4.29","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2013 [in spanish]; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus longior","male","1+1","Absent","2 or 3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data","No data","No data","No data","No data","No data","5 or more setae","Absent","No data","No data",NA,NA,NA,"Rhomboidal - triangular","4.3899999999999997","4.7","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2013 [in spanish]; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus planicauda","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","Weakly","No data","No data","No data","No data","No data","4 setae","No data","Absent","Absent","No data","No data","3 flagellomeres",NA,"3.38","3.93","No data","No data","No data","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2013 [in spanish]; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus planicauda","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","Weakly; absent","No data","No data","No data","No data","No data","4 setae","No data","Absent","Absent",NA,NA,NA,"Rhomboidal","3.6","4.5999999999999996","No data","No data","No data","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2013 [in spanish]; Teruel & Rodríguez-Cabrera 2019"
"Hubbardiidae","Hubbardiinae","Antillostenochrus","Antillostenochrus subcerdoso","female","1+1","Absent","2 pairs","Eyespots","Entire","No data","No data","No data","No data","No data","No data","No data","No data","4 setae","No data","No data","No data","2 pairs","Present","3 flagellomeres",NA,"5.5","5.5","No data","No data","No data","No data","No data","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud-Antun 1990 [in spanish]"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus alligator","male","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Weakly","0.44","0.44","Present","1 accessory tooth","3 small teeth","2 setae","Absent","Small","No data",NA,NA,NA,"Rectangular","4.32","4.32","1.61","1.61","~ 90°","3.31","3.31","Epigean","Australia","Australia","Old World","Harvey 1992"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus brignolii","female","2+1","Absent","5 pairs","Eyespots","Divided","Absent","Present","No data","No data","No data","Present","1 accessory tooth","4 small teeth","2 setae","No data","No data","No data","2 pairs","Present","3 flagellomeres",NA,"3.28","3.28","1.38","1.38","No data","2.5","2.5","Epigean","Marshall Islands","Micronesia","Old World","Cokendolpher & Reddell 2000b"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus brignolii","male","2+1","Absent","5 pairs","Eyespots","Divided","Absent","Present","Weakly","0.43","0.43","Present","1 accessory tooth","4 small teeth","2 setae","No data","Well-developed","Conical",NA,NA,NA,"Rectangular","3.94","3.94","1.82","1.82","No data","3.4","3.4","Epigean","Marshall Islands","Micronesia","Old World","Cokendolpher & Reddell 2000b"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus buxtoni","female","1+2","Absent","2:1:2:1:2","Absent","Divided","Absent","No data","Weakly","0.5","1.2","No data","1 accessory tooth","4 small teeth","2 setae","No data","No data","No data","2 pairs","Present","No data",NA,"3","3.96","0.53","0.86","No data","3.3","3.3","Epigean","Sri Lanka","Southern Asia","Old World","Bastawade 2004; Gravely 1915; Bastawade 2001"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus buxtoni","male","1+2","Absent","1:1:2","Absent","Divided","Absent","No data","Weakly","0.5","0.5","No data","1 accessory tooth","4 small teeth","2 setae","Absent","No data","No data",NA,NA,NA,"Circular","3","3.96","1.94","2.56","No data","2.5","2.6","Epigean","Sri Lanka","Southern Asia","Old World","Bastawade 2004; Gravely 1915; Bastawade 2001"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus cactus","female","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Weakly","0.5","0.5","Present","1 accessory tooth","4 small teeth","2 setae","Absent","Small","No data","2 pairs","Present","3 flagellomeres",NA,"5.45","5.45","1.1200000000000001","1.1200000000000001","~ 90°","2.84","2.84","Epigean","Australia","Australia","Old World","Harvey 1992"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus daitoensis","female","2+1","Absent","3 pairs","Eyespots","Divided","Absent","Present","Strongly","No data","No data","No data","1 accessory tooth","No data","2 setae","Absent","No data","No data","2 pairs","Present","3 flagellomeres",NA,"4.28","4.28","1.37","1.37","No data","No data","No data","Troglobite or troglophile","Japan","Eastern Asia","Old World","Harvey 1992; Shimojana 1981; Cokendolpher 1988"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus daitoensis","male","2+1","Absent","3 pairs","Eyespots","Divided","Absent","Present","Strongly","0.5","0.5","No data","1 accessory tooth","5 small teeth","2 setae","Absent","Well-developed","Conical",NA,NA,NA,"Rectangular","4.63","5.65","2.0299999999999998","2.0299999999999998","No data","No data","No data","Troglobite or troglophile","Japan","Eastern Asia","Old World","Harvey 1992; Shimojana 1981; Cokendolpher 1988"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus eberhardi","male","2+1","Absent","2:1:2:2","Eyespots","Divided","No data","Present","Absent","0.44","0.44","Present","1 accessory tooth","4 small teeth","2 setae","No data","Small","No data",NA,NA,NA,"Oblong","4.3","4.3","2.0299999999999998","2.0299999999999998","No data","3.68","3.68","Strict troglobite","Australia","Australia","Old World","Harvey 2001b"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus gerlachi","female","2+1","Absent","4 pairs","Eyespots","Divided","Absent","Present","Absent","0.56999999999999995","0.56999999999999995","Present","3 accessory teeth","4 small teeth","2 setae","No data","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"3.3","3.3","1.41","1.41","No data","2.27","2.27","Epigean","Seychelle Islands","Eastern Africa","Old World","Harvey 2001a"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus gerlachi","male","2+1","Absent","4 pairs","Eyespots","Divided","Absent","Present","Absent","0.61","0.61","Present","3 accessory teeth","4 small teeth","2 setae","No data","Small","No data",NA,NA,NA,"Rhomboidal - triangular","3.45","3.45","1.86","1.86","No data","2.46","2.46","Epigean","Seychelle Islands","Eastern Africa","Old World","Harvey 2001a"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus gunn","female","2+1","Absent","4 pairs","Eyespots","Divided","Absent","Present","Weakly","0.56000000000000005","0.56000000000000005","Present","1 accessory tooth","4 small teeth","2 setae","Absent","Small","No data","2 pairs","Present","3 flagellomeres",NA,"4.2","4.2","1.1299999999999999","1.1299999999999999","~ 90°","2.4700000000000002","2.4700000000000002","Epigean","Australia","Australia","Old World","Harvey 1992"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus gunn","male","2+1","Absent","4 pairs","Eyespots","Divided","Absent","Present","No data","0.5","0.5","Present","1 accessory tooth","No data","2 setae","No data","No data","No data",NA,NA,NA,"No data","No data","No data","No data","No data","~ 90°","3.74","3.74","Epigean","Australia","Australia","Old World","Harvey 1992"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus howarthi","female","2+1","Absent","3 pairs","Eyespots","Divided","Absent","Present","No data","0.46","0.46","Present","1 accessory tooth","4 or 5 small teeth","2 setae","No data","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4","4","1.26","1.26","No data","2.65","2.65","Troglophile","Australia","Australia","Old World","Harvey 2001b"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus howarthi","male","2+1","Absent","3 pairs","Eyespots","Divided","Absent","Present","No data","0.39","0.39","Present","1 accessory tooth","4 or 5 small teeth","2 setae","No data","Well-developed","Acute",NA,NA,NA,"Rectangular","3.8","3.8","2.09","2.09","No data","3.41","3.41","Troglophile","Australia","Australia","Old World","Harvey 2001b"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus pellew","female","2+1","Absent","4 pairs","Eyespots","Divided","No data","Present","Weakly","0.46","0.46","Present","1 accessory tooth","2 small teeth","2 setae","Absent","Small","No data","2 pairs","Present","3 flagellomeres",NA,"3.85","3.85","1.29","1.29","~ 90°","2.52","2.52","Epigean","Australia","Australia","Old World","Harvey 1992; Monjaraz-Ruedas et al. 2016"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus rupina","female","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Weakly","0.36","0.36","Present","1 accessory tooth","4 small teeth","2 setae","Absent","Small","No data","2 pairs","Present","3 flagellomeres",NA,"3.2","3.2","1.52","1.52","~ 90°","2.79","2.79","No data","Australia","Australia","Old World","Harvey 1992; Monjaraz-Ruedas et al. 2016"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus sauteri","female","2+1","Absent","3 pairs","Eyespots","Divided","Absent","Present","No data","0.5","0.6","Present","No data","5 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"4.0199999999999996","4.3499999999999996","1","1","~ 90°","2.33","3","Troglophile","Vietnam","Southeast Asia","Old World","Reddell & Cokendolpher 1995; Kraepelin 1911 [in german]; Yamasaki & Shimojana 1974; Cokendolpher 1988"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus sauteri","male","2+1","Absent","3 pairs","Eyespots","Entire or divided","Absent","Present or absent","Weakly","0.5","0.5","Present","No data","5 small teeth","2 setae","Absent","Small","Acute",NA,NA,NA,"Trilobate","3.82","4.38","1.17","1.17","~ 90°","3","3","Troglophile","Vietnam","Southeast Asia","Old World","Reddell & Cokendolpher 1995; Kraepelin 1911 [in german]; Yamasaki & Shimojana 1974; Cokendolpher 1988"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus termitarium","male","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Weakly","0.33","0.33","Absent","1 accessory tooth","4 small teeth","2 setae","Absent","Small","Truncate",NA,NA,NA,"Oblong","2.96","2.96","1.9","1.9","~ 90°","2.25","2.25","Epigean","Malaysia","Southeast Asia","Old World","Cokendolpher, Sissom & Reddell 2010"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus volschenki","female","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Absent","0.32","0.32","Present","1 accessory tooth","4 small teeth","2 setae","No data","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4.4000000000000004","4.4000000000000004","1.3","1.3","No data","2.79","2.79","Troglophile","Australia","Australia","Old World","Harvey 2001b"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus watsoni","female","2+1","Absent","3 pairs","Eyespots","Divided","Absent","Present","Weakly","0.52","0.52","Present","1 accessory tooth","6 small teeth","2 setae","Absent","No data","No data","2 pairs","Present","3 flagellomeres",NA,"3.62","3.62","1.1200000000000001","1.1200000000000001","~ 90°","2.21","2.21","Epigean","Australia","Australia","Old World","Harvey 1992"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus watsoni","male","2+1","Absent","3 pairs","Eyespots","Divided","Absent","Present","Weakly","0.52","0.52","Present","1 accessory tooth","No data","2 setae","Absent","Small","No data",NA,NA,NA,"Rectangular","3.4","3.4","1.71","1.71","~ 90°","3.02","3.02","Epigean","Australia","Australia","Old World","Harvey 1992"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus weiri","female","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Weakly","0.5","0.5","Present","1 accessory tooth","4 small teeth","2 setae","Absent","Small","No data","2 pairs","Present","3 flagellomeres",NA,"4.32","4.32","No data","No data","~ 90°","2.33","2.33","Epigean","Australia","Australia","Old World","Harvey 1992"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus yamasakii","female","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Weakly","No data","No data","Present","1 accessory tooth","5 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4.45","4.45","1.51","1.51","No data","3","3","Troglobite or troglophile","Taiwan","Southeast Asia","Old World","Harvey 1992; Yamasaki & Shimojana 1974; Cokendolpher 1988"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus yirrkala","male","2+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Weakly","0.59","0.59","Present","1 accessory tooth","4 small teeth","2 setae","Absent","Small","No data",NA,NA,NA,"Rectangular","3.1","3.1","1.23","1.23","~ 90°","3.03","3.03","Epigean","Australia","Australia","Old World","Harvey 1992"
"Hubbardiidae","Hubbardiinae","Apozomus","Apozomus zhensis","female","No data","Absent","No data","No data","Divided","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Absent","Absent","No data","No data","No data",NA,"4.25","4.25","1.1200000000000001","1.1200000000000001","No data","No data","No data","No data","China","Eastern Asia","Old World","Chen & Song 1996"
